Sector,2018,1990
Agriculture,3513.530000000001,3152.4499999999994
Energy,3187.680000000002,2453.9500000000044
"Fugitive Emissions",2643.490000000002,2086.5200000000023
Waste,1463.88,1286.6499999999978
"Other Fuel Combustion",544.3399999999999,367.3699999999999
